ID,Text,Group,Reuse
1000160,"specie se gli altri ti credono morto ma tu non lo sei!  il nome è importante, anche se dietro non c'è Nessuno!",groupO2,FALSE
1000161,sicuro Farò attenzione dunque....,groupO2,FALSE
1000162,"non sapevo fosse una gara:che strana cosa la vita, sempre più bizzarra!! Ora fuggo da me stesso e vado a nanna.",groupO2,FALSE
1000163,"Avevo toccando il fondo, che schifo la mia situazione... ma non prendetemi come esempio per questo!!",groupO2,FALSE
1000164,"Avevo toccando il fondo, che schifo la mia situazione... ma non prendetemi come esempio per questo!!",groupO2,FALSE
1000165,"non sapevo fosse una gara:che strana cosa la vita, sempre più bizzarra!! Ora fuggo da me stesso e vado a nanna.",groupO2,FALSE
1000166,NA,groupO2,FALSE
1000167,””””sicuro Farò attenzione dunque....,groupO2,FALSE
1000169,o la fine,groupO2,FALSE
1000170,però ero sconsolato anch'io!,groupO2,FALSE
1000171,"vedo che hai colto la complessa entità del mio caso, per me è un motivo di conforto!",groupO2,FALSE
1000172,ehi!!! Io esisto!!! Almeno così a me pare...,groupO2,FALSE
1000173,che sia la scelta giusta!,groupO2,FALSE
1000175,chiedete al caro   ...,groupO2,FALSE
1000177,“che sia la scelta giusta!,groupO2,FALSE
1000178,M'illumino d'immenso,groupO2,FALSE
1000179,"vi dirò... dopo tutta questa storia è più viva che mai, fa una luce diversa...",groupO2,FALSE
1000181,Questo fatto di avere più identità mi crea un po' di confusione... lo confesso,groupO2,FALSE
1000182,Questo fatto di avere più identità mi crea un po' di confusione... lo confesso,groupO2,FALSE
1000183,"vi guardo col mio occhio, ma quello ballerino",groupO2,FALSE
1000184,"vi guardo col mio occhio, ma quello ballerino",groupO2,FALSE
1000185,sarete voi a giudicare... io sono il Fu...,groupO2,FALSE
1000186,Continuate a leggere la mia storia... Forse non sono il più indicato per darvi consigli!,groupO2,FALSE
1000188,"perchè fifone, di grazie!",groupO2,FALSE
1000189,Ditelo a me!!! Mi mancherete!,groupO2,FALSE
1000191,"per lui >>   non so, per quello che mi riguarda vi farò sapere a breve...",groupO2,FALSE
1000192,Per me l'inizio di una vita libera... per lui & &   una morte... indolore!,groupO2,FALSE
1000193,Per me l'inizio di una vita libera... per lui >>  una morte... indolore!,groupO2,FALSE
1000194,sai Me ne sto accorgendo...,groupO2,FALSE
1000195,sinceramente NOOOO!!,groupO2,FALSE
1000197,il bello deve ancora venire!!,groupO2,FALSE
1000199,"e di fortuna, ragazzo mio, avrei davvero avuto bisogno come leggerai!",groupO2,FALSE
1000201,"e voi, ve ne cibate",groupO2,FALSE
1000203,"Giusto, . Non conosco amore più disinteressato di quello per i libri. Vero,",groupO2,FALSE
1000205,Asd49   C'è logica,groupB,FALSE
1000207,Ti credi desiderato dalla mamma della tua amata perchè ricco .Ma ai suoi occhi sei un inetto in miseria,groupB,FALSE
1000209,la fiolosofia ti mostra la monotonia della vita .Per sopravvivere al mio mestiere è vietato pensare,groupB,FALSE
1000210,"Vado a mare per sognare di viaggiare, per sperare di scappare, per poter pensare senza farmi criticare .",groupB,FALSE
1000212,Audentes fortuna iuvat (La fortuna premia gli audaci)...,groupB,FALSE
1000214,"Cambio #treno, cambio #vita.",groupB,FALSE
1000215,"Cambio treno, cambio vita.",groupB,FALSE
1000216,"E comunque secondo me, sull'occhio di Mattia ci sarebbe da scrivere proprio un libro a parte!",groupB,FALSE
1000219,Respira questa libertà... #Jovanotti,groupB,FALSE
1000221,La fede è uno spiraglio di luce nel buio della morte...,groupB,FALSE
1000222,Per non parlare di Terenzio poi...,groupB,FALSE
1000225,"Essere o non essere, questo è il problemaWilliam #Shakespeare",groupB,FALSE
1000226,Ah Mattí io tutti quei #cash non li racimolo manco giocando al #Monopoli!,groupB,FALSE
1000227,Ah Mattì io tutti quei #cash non li racimolo manco giocando al #Monopoli! ”,groupB,FALSE
1000228,"Mattia preso dalla febbre del gioco, vive uno stato di lucida ebbrezza.",groupB,FALSE
1000229,NA,groupB,FALSE
1000230,Deligere oportet quem velis diligereBisogna scegliere chi si vuole amare,groupB,FALSE
1000231,Nessun non ce la farai vale quanto un non mollare #caparbietà,groupB,FALSE
1000232,Maramao perchè sei mortoPane e vin non ti mancava,groupB,FALSE
1000233,"Semplice, sembrava tutto così semplice, per chi credeva nelle favole cercando un'altra verità.",groupB,FALSE
1000235,Accurate #JasonMraz,groupB,FALSE
1000239,‚‘  » secondo me ... sj!!!!!!,groupO2,FALSE
1000241,‚‚‚‚,groupO2,FALSE
1000242,NA,groupO2,FALSE
1000243,"Guarda, al momento ne ho consumate due",groupO2,FALSE
1000244,Onorato davvero!,groupO2,FALSE
1000245,NA,groupB,FALSE
1000246,e insomma...,groupO2,FALSE
1000247,e insomma... „,groupO2,FALSE
1000248,a me SEMBRÒ la soluzione più comoda...,groupO2,FALSE
1000249,no ma dispiace! non credo di essere a quell'altezza!!  #Leopardi,groupO2,FALSE
1000250,"'opportunità di riscrivere la propria storia, rinascere, ma questa volta con una nuova consapevolezza...",groupB,FALSE
1000251,Asd49   questa libertà... #Jovanotti,groupB,FALSE
1000257,ADRIANO MEIS,groupO2,FALSE
1000268,anche poeti questi ragazzi!,groupO2,FALSE
1000270,purtroppo vedrete quale fu la mia risposta definitiva...,groupO2,FALSE
1000275,già... e lo avevo buttato per cancellare le ultime tracce di me!,groupO2,FALSE
1000276,’ già... e lo avevo buttato per cancellare le ultime tracce di me!,groupO2,FALSE
1000277,"ecco, questa idea mi piace... tutto ciò che è vita anche senza nome continuerebbe ad essere...",groupO2,FALSE
1000278,"ecco, questa idea mi piace... tutto ciò che è vita anche senza nome continuerebbe ad essere... ”",groupO2,FALSE
1000280,La mia la vissi dopo quella di un altro...,groupO2,FALSE
1000281,interessante osservazione... potresti spiegarmi meglio,groupO2,FALSE
1000282,interessante osservazione... potresti spiegarmi meglio,groupO2,FALSE
1000299,La differenza sta in questo: in un buco nel cielo,groupO2,FALSE
1000316,Si sa che gli infelici diventano facilmente superstiziosi,groupO2,FALSE
1000318,SUICIDIO,groupO2,FALSE
1000319,SUICIDIO,groupO2,FALSE
1000320,Un'ombra d'uomo,groupO2,FALSE
1000324,grazie per avermi definito vostro amico... ben lieto di ciò !,groupO2,FALSE
1000325,e insomma...,groupO2,FALSE
1000326,e insomma...,groupO2,FALSE
1000327,"diciamo che aveva dei ricordi ancorati a fatti reali, per quanto assurdi sembrassero!",groupO2,FALSE
1000328,"...e la Fortuna che è donna, e bisogna 'batterla' e sottometterla Ho ripensato anche io a Machiavelli, leggendo",groupO1,FALSE
1000330,"A te che cambi tutti i giorni e resti sempre la stessa testo della canzone A te, Jovanotti",groupB,FALSE
1000331,Il momento del cambiamento è l'unica poesia  comeAdrienneRich,groupB,FALSE
1000332,"Io che mi detesto perchè ho perso anche le tracce di me stesso Petrolio, Cranio Randagio",groupB,FALSE
1000336,"Interpretazione dal napoletano: se tutto dovesse andare male, non può andare peggio di così.",groupB,FALSE
1000338,NA,groupB,FALSE
1000341,Chi sono ioCosa saròChe cosa sono statotra quello che ho vissutoe quello che ho immaginato,groupB,FALSE
1000345,La talpa era sempre presente nelle difficoltà: poi capirono che le difficoltà dipendevano da lei.,groupB,FALSE
1000348,Così siamo...se vi pare,groupB,FALSE
1000349,L'occhio va dove l'occhio vuole... così come la gobba,groupB,FALSE
1000350,Mattia Ygor Pascal. L'occhio va dove l'occhio vuole...,groupB,FALSE
1000353,"salivano con le pezze al culo... li vedevi scendere tutti ben vestiti...L'AMERICA  (Baricco, Novecento).",groupB,FALSE
1000355,Mattì una morte mi basta e mi avanza    -Copernico #mibastaillunedì,groupB,FALSE
1000356,Muorto si'tu e muorto so' pur'io  ognuno comme a 'na'ato è tale e quale... risponde Totò,groupB,FALSE
1000357,Nel labirinto interiore la ricerca dell'identità provoca abbagli e visioni.,groupB,FALSE
1000360,"Io, vagabondo che son io...",groupO2,FALSE
1000361,Siamo,groupO2,FALSE
1000363,°,groupO2,FALSE
1000364,"una parte di me era in  . Chi non impersona ruoli diversi nella vita Certo, io lo feci in modo radicale!",groupO2,FALSE
1000365,io ho un debole per la Luna... lei che ne dice,groupO2,FALSE
1000366,­­­­,groupO2,FALSE
1000367,A Mattia piace vincere facile,groupO1,FALSE
1000368,Adriano crede di aver davanti l'uomo che è morto al suo posto.,groupO1,FALSE
1000370,Adriano e la sua identità fittizia.,groupO1,FALSE
1000373,Adriano e l'ombra di se stesso,groupO1,FALSE
1000374,Adriano e l'ombra di un cadavere.,groupO1,FALSE
1000375,"Adriano è morto, viva Mattia",groupO1,FALSE
1000376,Adriano manifesta il suo amore per Adriana.,groupO1,FALSE
1000378,Adriano Meis: l'eroe misterioso(  ),groupO1,FALSE
1000379,Adriano si sente in colpa per l'anima di colui che hanno identificato come Mattia.,groupO1,FALSE
1000380,Adriano si sente in trappola nella gabbia della libertà .,groupO1,FALSE
1000381,Adriano si sente in trappola nella gabbia della libertà.,groupO1,FALSE
1000382,"Adriano vuole conquistare Adriana, ma non è Rocky",groupO1,FALSE
1000383,"Adriano, adesso credi alle sedute",groupO1,FALSE
1000384,"Adriano, in fondo la gabbia te la sei creata da solo.",groupO1,FALSE
1000385,"Adriano, l'eroe difensore della donna maltrattata!Ci vorrebbero più spesso oggi persone così",groupO1,FALSE
1000386,Amicizie tra libri!,groupO1,FALSE
1000387,Anime e spiritismo,groupO1,FALSE
1000388,Attenzione: pericolo talpa!!!,groupO1,FALSE
1000389,Baciando Adriana hai fatto il passo più lungo della tua gamba.,groupO1,FALSE
1000390,Bello vivere quante volte ci pare!,groupO1,FALSE
1000391,"Berto, hai visto per cado un fantasma",groupO1,FALSE
1000393,Cambio di residenza,groupO1,FALSE
1000394,Cambio d'identità ,groupO1,FALSE
1000395,Che paura... Che brividi...,groupO1,FALSE
1000396,Che strana idea di vita.(Ate.G),groupO1,FALSE
1000397,Chi non muore si rivede!,groupO1,FALSE
1000398,Ci vuole coraggio a partire con 500 lire.,groupO1,FALSE
1000399,Come si fa a morire più di una volta,groupO1,FALSE
1000400,Con un taglio è un nome nuovo non lo riconoscono .8,groupO1,FALSE
1000402,Da Mattia ad Adriano e nuovamente a Mattia,groupO1,FALSE
1000403,"Da solo, senza amici",groupO1,FALSE
1000404,Dai numerosi tweet della 2Ac deduco di aver fatto centro aderendo a  (la prof),groupO1,FALSE
1000405,Dal nome Scolastica si capisce tutto,groupO1,FALSE
1000406,Date un paio di occhiali a quelle due,groupO1,FALSE
1000407,Della suocera non ci si sbarazza mai,groupO1,FALSE
1000408,"Di giorno siamo una cosa, di notte un'altra.",groupO1,FALSE
1000409,Di nuovo una finta morteSecondo me ci ha preso gusto,groupO1,FALSE
1000410,Di Terenzio non mi fido,groupO1,FALSE
1000411,Dopo molta fortuna arriva la sfortuna,groupO1,FALSE
1000412,Due tappe su tre bruciate,groupO1,FALSE
1000413,Due vite e ad ogni morte un'euforiva libertà ,groupO1,FALSE
1000414,"È il pensiero di passare il natale solo o la voglia di ricevere regali, a fargli desiderare una famiglia",groupO1,FALSE
1000415,E si torna a Miragno,groupO1,FALSE
1000419,Era meglio non avessi scritto più,groupO1,FALSE
1000420,Eredità,groupO1,FALSE
1000421,Felice ma incredibilmente solo,groupO1,FALSE
1000422,Finalmente Mattia ha in mano la sorte di qualcuno: ora  è lui a muovere i fili,groupO1,FALSE
1000423,Finalmente un po' di fortuna,groupO1,FALSE
1000425,Forse forse meglio le suocere dei compaesani,groupO1,FALSE
1000426,Forse tutti abbiamo una doppia personalita.,groupO1,FALSE
1000428,Giochi di prestigio.,groupO1,FALSE
1000429,Potete biasimarmi Senza distrazione come sarebbe la vostra vita,groupO2,FALSE
1000430,"amare chiChi vedo allo specchioAlla fine a me importava che, chiunque fosse quell'individuo, stesse bene.",groupO2,FALSE
1000431,"diciamo che ognuno di noi finisce per vivere 100000 vite essendo nessuno, però mi piace questo #UmbertoEco!",groupO2,FALSE
1000433,insomma ci sono ancora ragazzi dai buoni sentimenti!!,groupO2,FALSE
1000434,"Mi fareste la cortesia di spiegare la vicinanza delle mie idee a #Leopardi, ragazzi Mi interessa...",groupO2,FALSE
1000435,Oh bella!!! Perchè non provate a metter in versi il mio ritratto  Che ne dici,groupO2,FALSE
1000436,quanta saggezza... Credo che non ne ebbi mai così tanta...,groupO2,FALSE
1000437,Giornatina impegnativa,groupO1,FALSE
1000438,"Giovine audace, saranno d'accordo i ragazzi!",groupO2,FALSE
1000439,"Ce lo ricordiamo, vero",groupO2,FALSE
1000440,"Ce lo ricordiamo, vero",groupO2,FALSE
1000441,che fu appunto   !,groupO2,FALSE
1000443,Dopo Copernico nulla fu più come prima. Maledetto lui!! Lo sai   Forse l'iPse dixit ci avrebbe salvato!,groupO2,FALSE
1000444,forse perchè si ha paura di tutta quella libertà... l'omuncolo meschino ha bisogno di maschere!,groupO2,FALSE
1000445,il fatto è che non credo si possa trovare questo senso...,groupO2,FALSE
1000446,Gli spiriti provocano agitazione.,groupO1,FALSE
1000447,Hai fatto la scelta sbagliata: dovevi andare in America,groupO1,FALSE
1000450,"Nel capitolo Mattia decide di tornare a casa e va a Oneglia, dal fratello, che è stupito e spaventato",groupB,FALSE
1000451,Sono interessanti le parole del Paleari: Quale è la luce che seguiamo noi nella vita #,groupB,FALSE
1000453,In questo capitolo Adriano cerca 2 cose: un alloggio e la ragione.,groupB,FALSE
1000454,"Provo una certa compassione nei confronti di Anselmo, truffato da Terenzio e suo fratello.",groupB,FALSE
1000456,Le parole del Paleari e di   mi sono sembrate molto interessanti nonchè attuali. Discorsi profondi.,groupB,FALSE
1000462,"Hai l'opportunita' di cambiare nome, pensaci bene!Aury",groupO1,FALSE
1000463,"La prima cosa da fare dopo la morte, sembra essere scegliersi un bel nome.     -",groupO1,FALSE
1000464,"La vita senza legami che tanto desideravi si sta rivelando più ostile di quanto tu pensassi, Mattia!",groupO1,FALSE
1000465,"Queste fila ti porteranno alla felicità, forse parziale. Mi domando come avresti chiamato il cagnolino. -.",groupO1,FALSE
1000466,"Sai Adriano la vita non è sempre rose e fiori come spesso si dice, ma è anche ricca di ostacoli..-Francescaau",groupO1,FALSE
1000468,Adriano e il suo amico Cavaliere: non una sola bugia. -,groupO1,FALSE
1000472,"Sai Adriano, la vita non è sempre rose e fiori -come spesso si dice- ma è anche ricca di ostacoli..-Francescaau",groupO1,FALSE
1000473,Tu sei un po' come quel canarino. E quel canarino un giorno spiccherà il volo... O almeno ci proverà. -,groupO1,FALSE
1000474,"un uomo morto in una città morta.Bella scelta Adriano ma, si sa che, dopo la morte ci sta sempre la vita.amv",groupO1,FALSE
1000477,"Bugie.Sofferenza per te che le racconti e piacere per le orecchie che le ascoltano, inconsapevoli. -",groupO1,FALSE
1000478,"nell'oscurità si trova sempre la luce, come tu Mattia, che dopo la morte hai ritrovato la felicità in Adriana amv",groupO1,FALSE
1000479,Quanto mi sta antipatico sto Papiano.-,groupO1,FALSE
1000480,Sai Adriano è inutile fare l'eroe non avendo un'identità ed essendo apolide-Francescauu,groupO1,FALSE
1000481,E finalmente hai imparato a non farti oscurare dall'ombra che ti porti a spasso da un bel po'. -.,groupO1,FALSE
1000482,Adriano sei in un bel guaio solo il tuo occhio ti può salvare ora. amv,groupO1,FALSE
1000483,"Poi... Vedrai che con l'occhio a posto tutto sarà più limpido, più chiaro! -.",groupO1,FALSE
1000484,"Poi... Vedrai che con l'occhio a posto tutto sarà più limpido, più chiaro! E non avrai paura.-.",groupO1,FALSE
1000485,"Poi... Vedrai che con l'occhio a posto tutto sarà più limpido, più chiaro! E non avrai più paura. -.",groupO1,FALSE
1000487,"Adriano non vedere fantasmi come il Paleari pensa alle cose concrete, come aver finalmente baciato Adriana.amv",groupO1,FALSE
1000490,"l'ombra è un privilegio che solo i vivi possono avere, non i morti, e tu ce l'haiamv",groupO1,FALSE
1000491,"l'ombra è un privilegio che solo i vivi possono avere, non i morti, e tu ce l'haiamv",groupO1,FALSE
1000492,Non puoi amare essendo un ombra.Francescaau,groupO1,FALSE
1000493,perchè Papiano non ci fa il favore di buttarsi lui dalla Stia-,groupO1,FALSE
1000494,come ti viene in mente di prendere decisioni così importanti di notte..io non ti capisco proprio mattia/adriano,groupO1,FALSE
1000495,"come ti sei potuto illudere di vivere così a modo tuo non lo so, però sono felice che hai capito_sunflower",groupO1,FALSE
1000496,"bravo Mattia, tu più di tutti ti meriti un lieto fine divertiti in biblioteca e vivi SOLO questa vita -",groupO1,FALSE
1000497,Hai chiuso col passato per crearne uno che non hai vissuto. Volevi la libertà che è l'unica cosa che ti resta. -,groupO1,FALSE
1000499,"eh Mattia, non darti tante arie solo perchè stai a Roma!~Flavia",groupO1,FALSE
1000501,"suicidi simulati, ponti, berretti, bastoni..  mai saltato in mente di fare il regista",groupB,FALSE
1000502,E cosí Mattia ha incontrato   ...,groupB,FALSE
1000503,il mio consiglio è di affidarsi a medici competenti...,groupB,FALSE
1000506,"e quindi ora il fantasma saresti tuTranquillo, avrai sempre Max a farti compa",groupB,FALSE
1000507,"Lui va al vino, tu vai al caffèE noi ci prendiamo una bella cioccolata calda •",groupB,FALSE
1000508,"con la coda di paglia..no, mai nella vitaFai veder chi sei a quel seccatore di Terenzio",groupB,FALSE
1000509,Adriano sei talmente bravo a ingarbugliare i discorsi che nessuno più riesce a seguirne il filo,groupB,FALSE
1000510,Sono così libero che non posso neanche denunciare un furto .,groupB,FALSE
1000512,La cosa strana di tutto ciò è che tra tutti io sono quello che si preoccupa meno della rapina .,groupB,FALSE
1000513,La mia vita è stata squallida come l'aspetto della vecchia cagna Minerva.,groupB,FALSE
1000514,"buio, mi fai fare cose di cui devo pentirmi.Hai ingannato Adriana e mi dai un eterno rimorso",groupB,FALSE
1000516,Alla fine   ti sei risposto,groupB,FALSE
1000517,E anche qui c'è lo zampino di Leopardi... ma anche Tito Lucrezio Caro si fa sentire!!,groupB,FALSE
1000519,I miracoli avvengono,groupO1,FALSE
1000521,"I soldi non fanno la felicità Mattia, torna da Romilda (F. G.)",groupO1,FALSE
1000522,Il cambiamento di Terenzio,groupO1,FALSE
1000523,Il dormiveglia: momento di riflessione.,groupO1,FALSE
1000525,"Di sera guardando il fiume... Un fiume che, forse, rinchiuso nei suoi argini e' pur sempre più' libero di   -",groupA,FALSE
1000526,E la luna bussò alle porte di   Hai capitoLui rispose di no-,groupA,FALSE
1000527,"Gli occhi di Adriana piangono, ridono, accarezzano: il suo sguardo dolce culla l'anima in pena di   #CaraMammina-",groupA,FALSE
1000528,L'amore torna a fare capolino nella vita di Mattia/Adriano: entro l'ombra di   e l'anima,groupA,FALSE
1000529,"Essere lasciati in pace sarà anche un diritto, ... Ma, come tutti i diritti, deve essere conquistato!-",groupA,FALSE
1000530,"Hai ragione  : il passato a volte si rincontra, proprio sulla via che si era presa per evitarlo!-",groupA,FALSE
1000531,...Ma se Adriana è una nenia dolce per  ... Anselmo è davvero una ninnananna! -,groupA,FALSE
1000532,Il buio ha fatto luce nella tua anima  : sembra che la tua prigionia cieca ti abbia costretto a guardarti dentroMc,groupA,FALSE
1000533,"Che cosa si saran detto, in quel lungo discorso, le vostre mani -ED",groupA,FALSE
1000534,di notte tessi la tela dei tuoi pensieri che di giorno scuci. Adriano vs Penelope -,groupA,FALSE
1000535,"nel labirinto delle illusioni, tra la libertà che lo accarezza e la schiavitù della fin'",groupA,FALSE
1000536,"nel labirinto delle illusioni, tra la libertà che lo accarezza e la schiavitù della fin",groupA,FALSE
1000539,"Il fantasma di Stia o lo zombie: boh, non so come chiamarlo Mattia",groupO1,FALSE
1000540,Il finto morto,groupO1,FALSE
1000541,Il finto parente di Mattiadriano(),groupO1,FALSE
1000545,l'è turnat a ca e 'l ghia röbat i sólc   #POTA,groupA,FALSE
1000546,Il gioco d'azzardo fa male,groupO1,FALSE
1000547,Il gioco è una brutta bestia,groupO1,FALSE
1000549,"Il nome, l'unica cosa certa",groupO1,FALSE
1000550,"Il ritorno ...sì, ma dove andrà  Chi lo vorrà  Questo Mattia non se l'è chiesto!",groupO1,FALSE
1000551,"Il ritorno ...sì, ma dove andrà Chi lo vorrà Questo Mattia non se l'è chiesto!",groupO1,FALSE
1000552,Il ritorno a Miragno(),groupO1,FALSE
1000553,vuoi dire qualcosa,groupO2,FALSE
1000554,"concretizza il suo personaggio raccontando eventi di vita passata, mentendo per necessità. EI",groupO1,FALSE
1000556,nel ventre di Roma.,groupO1,FALSE
1000557,"se hai ottomila lire, non prestarle a Papiano.",groupO1,FALSE
1000558,"Chi non ha documenti non può lavorare, non può sposarsi e tantomeno denunciare un furto, lo sai bene   !",groupO1,FALSE
1000559,"chi non ha documenti, se mai ti venisse in mente di farlo, non può fare un duello per difendere il proprio onore",groupO1,FALSE
1000560,"Povero Adriano, nemmeno esisti!    -",groupO1,FALSE
1000561,Il ritorno a Miragno...sarà una buona idea(),groupO1,FALSE
1000563,Il trasferimento,groupO1,FALSE
1000564,Il voltafaccia di Terenzio,groupO1,FALSE
1000565,a volte ritornano... -,groupO1,FALSE
1000566,"Ma che hai deciso, avanti ci andiamo!    -Aury",groupO1,FALSE
1000567,Un giornale che racconta la tua morte..una cosa inquietante e inaspettata                  -,groupO1,FALSE
1000568,quelle due sono contente di saperti morto: una nuova identità ti porterà fortuna,groupO1,FALSE
1000572,Lontano dagli occhi ma non dal cuore Fla.c,groupO1,FALSE
1000573,Max è dalla tua parte,groupO1,FALSE
1000576,Non sarà mai che la luna  ti stia schiarendo le idee eh,groupO1,FALSE
1000577,"Sei al buio, non vedi più Mattia in te",groupO1,FALSE
1000580,ti sei preso la mia vita e ora osi pure lamentarti per quell'incidente con lo spagnolo,groupB,FALSE
1000581,Il voltafaccia di Terenzio,groupO1,FALSE
1000583,Quando scopri che   e   sono la stessa persona,groupO1,FALSE
1000584,Ancor prima di uccidere il tristo   riemergono gli impulsi vitali di   #ReincarnazioneInCorso-,groupA,FALSE
1000585,Ancor prima di uccidere il tristo   riemergono gli impulsi vitali di   ­#ReincarnazioneInCorso-,groupA,FALSE
1000587,In quell'epoca si viveva più di una vita,groupO1,FALSE
1000588,Inizia la seconda vita di Mattia,groupO1,FALSE
1000589,Io e l'ombra mia.,groupO1,FALSE
1000593,La verità è dietro l'angolo... O sotto il ponte.  -,groupO1,FALSE
1000594,Ironia della sorte: gli spiriti esistono davvero.,groupO1,FALSE
1000595,"Stiamo andando di corsa! Ci siamo appassionati a te,  e  ! Aspettiamo e giochiamo col tempo (la prof)",groupO1,FALSE
1000596,La Babilonia dei libri,groupO1,FALSE
1000597,"Ecco che se ne va   e torna  .Mi mancherai Adriano, mi stavo abituando con te però bentornato Mattia!",groupO1,FALSE
1000598,"Ecco che se ne va   e torna  .Mi mancherai Adriano, mi stavo abituando con te però bentornato Mattia !",groupO1,FALSE
1000599,La coperta delle bugie è molto corta,groupO1,FALSE
1000600,La doppia faccia di Terenzio,groupO1,FALSE
1000602,La fortuna va e viene,groupO1,FALSE
1000603,La fuga a Montecarlo.,groupO1,FALSE
1000604,"Pazienta, , tra un po' tocca a te!",groupO1,FALSE
